text,sentiment
It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad #ourworld,sadness
MY CAR IS DENTED FROM THE HAIL sad,sadness
From My head to think it was better but obviously it's not #relapse #sadness #sickness #madness #misunderstanding,sadness
@WilsonsWorld I was in high school and remember helping neighbors clean up back home in Greenville.  Pretty sobering stuff.  #sadness,sadness
I have sleep cooties.\nI close my eyes and dream that I'm awake #weary #sleepissues #narcolepsy,sadness
wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced,sadness
"I forgot my hair straightner home, I'm feeling lost without it... #lost #lostWithoutMyHairStraightener",sadness
And I won't even get started with Hillary and her fancy fundraisers! #depressing,sadness
The underground at Waterloo is not a nice place to be at 8.30am on a Thursday #somanypeople #grim,sadness
When will the weeks full of Mondays end?? ,sadness
@Samkingftw ew omg that is so grim,sadness
@thatsabingo grim really,sadness
With loyal heart is concerned. #somber,sadness
@knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging. #unhappy #scam,sadness
@CNN yes. Too many cops. And too many ppl who should have lost their lives r still alive.,sadness
"If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy",sadness
I'm getting use to not having a phone it's sad ..,sadness
"I'm slugging vitamin D pills by the handful, like they were m&amp;ms. When will this eternal winter end?! #Melbourne #grim #overit",sadness
Sometimes the support network is causing the damage. \n\n #support #Damaged #alone #tired  #hurt #nojustice  #surivivor #NoMore,sadness
@JUSTICESLUT420 sadly this sort of poster died by the 90s afaik,sadness
@lucy_hyner @Soulboy2266 sadly not !! One less hour drinking time ðŸ˜¢ðŸ»,sadness
I was in the dark room for 58 minutes and failed every time I tried developing a photo I'm so frustrated with myself :'),sadness
Mixed emotions. #sadness #anxietymaybe #missingfriends #growingupsucks #lostfriends #wheresthetruefriends #complications,sadness
"@Jay_2752 thank you, I shall mourn her",sadness
Making that yearly transition from excited and hopeful college returner to sick and exhausted pessimist. #college,sadness
"@Gervaisoholic But this is no easy ride for a child cries: \n'Oh, find me...find me, nothing more, \nWe are on a sullen misty moor...'",sadness
"Had to give my 11yo AfAm son this advice today: 'be polite, no sudden movements, keep hands where they can see them'. #sadness",sadness
Man Southampton will wipe the floor with  west ham on Sunday. So disheartened,sadness
@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless,sadness
Hate knowing I have to get up at half 5 for gym in the morning it's so depressing,sadness
@DeltaAssist Tried 2 get earlier flt 2day  @BWI Turnd away bcuz it was 2 late Then agent let other pas on #silvereliteleftbehind #unhappy,sadness
Love all the ex United managers on Twitter who form our fanbase. Honestly I despair at times. Just back the fucking team eh #MUFC,sadness
Can we go back 2 weeks and start again ?? This is seriously dreadful,sadness
I'm honestly upset that they rewarded Nicole 500k. #depressing #paulwasrobbed #rewardhardwork #bitterjury #bb18,sadness
I haven't watched my favorite youtubers in months and it's honestly made my depression so much worse,sadness
"@midnight #EndTrumpweek please, it's #depressing me.",sadness
@MHChat I think sadness is felt very strongly physically and mentally.  It feels like it takes over and it's hard to focus at work #MHChat,sadness
@gagasklaine it's old sadly,sadness
@TDYLN sadly not :(,sadness
"#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, #sad",sadness
@KatHeartwell some don't see the difference between courting and appealing to a women vs deception &amp; pressure it's depressing,sadness
It's way too hard not to get discouraged.,sadness
as a very depressed and suicidal person seeing someone sing about their own depressing life yet having fun is very relatable and encouraging,sadness
I've returned from the dead with a desire to clean the apartment and eat something that isn't garbage. #managing #depression,sadness
@WestHamUtd poor service tonight to find season ticket holders in the seats we purchased online. Forced to move further away #unhappy,sadness
Even a pencilâœ never #stayed  with me until it's #end âš« ðŸ˜ž,sadness
so gutted i dropped one of my earrings down the sink at school,sadness
Having holiday blues! #WantToGoBackToMinehead.,sadness
I'd rather die alone then end up with somebody who can't be sober,sadness
I don't think it's fully sunk in that Val is gone yet,sadness
Hate being sober so I popped two,sadness
"It's pretty clear I can't stand @HillaryClinton, no tolerance for habitual liars. Not a Trump fan either so what's a citizen to do? #despair",sadness
"@MoneyJay901 hard to tell in your pic. My mistake then. Either way, nothing I said initially was about race. U took it there. #sad #ignorant",sadness
"@X_KIMTAEHYUNG_X \nâ€” momentarily before it disappeared, only solemnity and anxiety lacing his features. \n\n'I ran out to get you before â€”",sadness
All the 'juniors' are now wearing purple at ollafest while I'm here fighting with my alarm about when I need to wake up for German #sadness,sadness
The fact I haven't had to wear a bra for a week and knowing I'll have to start wearing one again after tomorrow is depressing ðŸ™„ðŸ™„,sadness
Liam is too distant makes me mourn ðŸ˜ª,sadness
It's now September and we're still battling a situation that was said to be handled March of this year. @ATT this is unacceptable ,sadness
This weather got me fucked up. Like you either be sunny and hot or gloomy and cold. No in between.,sadness
@ATTCares why do I have 2 wait 48 hours to call YOU back to cancel an order I JUST placed after already spending 2 hours on the phone?! #sad,sadness
Life is too short so dont shoot it in with worries sadness and grief.,sadness
Brb going to sulk in bed until Friday,sadness
"@LVLMLeah Nooooooooooooooooooooo. We have stupid, dismal, lame winters where we maybe get some dangerous ice once.",sadness
#RIPKara i could have seen her at a local mall or any school football games. im disheartened,sadness
@RossKemp great programme tonight #sad #upsetting #extremeworld,sadness
My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru #sad #tumblr,sadness
"But when my mom told me yesterday that it was looking grim and I started driving out there, I was told to turn around b/c she was too sick",sadness
Isn't the whole 'it's been hijacked' argument the same argument used to ban or discourage the display of the St George's Cross? Shame @LBC,sadness
I don't want the pity of my instructors but I'd like some understanding. I'm truly trying despite ALL circumstances that make me discouraged,sadness
@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process #sadness,sadness
"If Payet goes either in Jan or @ the seasons end, can't say I blame him. The boy must b so disheartened by what he's seeing at the mo.",sadness
@laureeenwillam can't cope wi her sour face and tiny pout ðŸ˜¡ðŸ˜¡,sadness
"There's many things I don't care about, and many things I do that I don't speak on because it's such a heaviness even when released...",sadness
@knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging.  #scam,sadness
"@happyandbashful Flirt, simper, pout, repeat. Yuck.",sadness
@el_tityboi bc it's a gloomy day Tony,sadness
@rupindxr my heart actually sunk looooool I was so confused,sadness
@jack_haug_lifty @eable It's Ms btw. we were lied to by Remain. dry your remainer tears; Just accept you #lost,sadness
i cant stop. i finished - dejected. luckily no one is in the bathroom. so i go to a stall and wait until my pants are dry.,sadness
I wonder what would happen if I were a father. #weary,sadness
@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall,sadness
@MxJackMonroe I couldn't get on with it either. Bits started drooping that shouldn't droop. GP said mooncup alone to blame.,sadness
@TaylaStJames it happens and Vegas isn't the only origin thats prevelant #sadly,sadness
I'll just have to #eat my way to #sobriety. This'll be a hell of a journey back to #sober,sadness
When you have 15 doe run the opposite side of you ðŸ™ ,sadness
"@Theshadeshit91 \nOh, I'm sorry about it, do not be sad yourself there is nothing important in the world to grieve about it",sadness
"Because of 'failure of delivery on time', a customer has to pay 16K rupees more! - Not good @tiagotatamotors @TataMotors #unhappy",sadness
@everton_de_leon @sterushton Genuinely grim stuff. Over a century of history sold off by some porn baron twats for a minty new stadium. Urgh,sadness
It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! '  #ourworld,sadness
"@CCTakato at least in crystal every part of it is portrayed as being WRONG, the dark atmosphere, the fact that mamoru is brainwashed",sadness
"Way too cool to die young, way too young to die sober.. #tunechi",sadness
@RevTrevK @Wolfman93011 @Daraidernation @EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unhappy,sadness
I have no clue where my charger is... #lost,sadness
@JohnRMoffitt This is the most grim piece of laughter I was stricken with all day.,sadness
Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #anger #sadness,sadness
"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on ðŸ˜·ðŸ˜·",sadness
Lost: Geelong football team. \nLast seen entering through the banner not sure where they've been since... #unhappy #playwithsomeheart,sadness
@deshbhakthoon always unhappy and easily offended.,sadness
What a sad day...1st day of Fall...I don't dislike Fall...I just LOVE Summer #FirstDayofFall #goodbyesummer #sadness #bathingsuitsforever,sadness
@tgshepherdvan I'm not there yet. Hasn't sunk in yet. Rest up.,sadness
Awareness of time is awareness of time lost. #awareness #time #lost,sadness
@ImpugnValkyrie *I frown and cup your cheeks in my hands after you step aside.* Angela I care about you. And I don't know how else I can -,sadness
Gonna be a loooooong year as a Browns fan. Longer than normal and that's #sad,sadness
@TalesofanAlfa @David_Milloy \nI like your thinking...but sadly no - that's the shed ðŸ˜¢,sadness
"When the sadness leaves you broken in your bed, I will hold you in the depths of your despair, and it's all in the name of love ðŸŽ¶",sadness
Theyve substituted the hood for a badge and gun.' Public opinion is indictment of Charlotte police. #dark #sadtimes #america #race,sadness
@MCFCDenver doing the exact same minus the beer sadly,sadness
i miss the guy who always make me sulk,sadness
Let us not burden our remembrances with a heaviness that's gone.\n- William Shakespeare (1564-1616)\n#forge ahead.,sadness
Cause fail or pass I refuse to be sober,sadness
@eehbahmum WHY?! Did they want to make you plummet in to the depths of despair??,sadness
@NewYorker @donlemon Trump presidency-a dark age for the USA and the world. He would most definitely take us to war. Short &amp; Long term pain,sadness
So unbelievably discouraged with music as of late. Incredibly behind on Completing my album. Not digging this at all.,sadness
Hennessey - dreadful. Mutch - is he even on the pitch? Fryers - out of his depth unfortunately. #CPFC,sadness
if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side,sadness
"conflicting reports on mama #RitaMarley health,mannn and i woke up today feeling like mi ole self(rejoice!!)now dis #sadness",sadness
How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can.  #mufc,sadness
The Sorrow is grim reminder of how bad I can be at video games and how I could get a bit too trigger happy at times. RIP #MGS3,sadness
"Im kind of confused.  The one thing i do right now has a great future, but on the other hand so does the new thing . #lost #needhelp",sadness
@V_of_Europe @ckolacia MSM relentlessly saying DT can't win to: depress GOP turnout &amp; provide cover 4 stolen election!,sadness
The voice is all about Miley and Alicia this year. No longer about the contestants. #sad @thevoice,sadness
@chocorobos I have this one so I'm not so sad.. but wtf,sadness
Right i may be an #sufc fan and the football maybe shit but marcos rojo for #mufc has had a shocking start he's just dreadful,sadness
"I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(",sadness
"@big_SL8 Show some respect, that's all...  If u havent go to war u cant say anything.. U havent lost friends and mates on war, so Ahut it!!",sadness
"Had to give up on The Blue Guitar, couldn't stand main character. Sort of skim-read to the end which got grim and unsettling . . . 1/2",sadness
First a coat. Now a pair of sunglasses. Next it'll be a limb. #lost,sadness
Some of these people at this protest are just there for the adrenaline rush. #depressing,sadness
whenever i pout i just want Adrian to appear and tell me to stop pouting or else,sadness
And there is despair underneath each and every action \nEach and every attempt to pierce the armour of numbness ' -Mgla,sadness
"Please bear with me, I'm not Twitter savvyðŸ˜ in real life I'm a Facebook person. Help me gain followers ðŸ¤“#blog #selfhelp #depression",sadness
she's always so insensitive whenever i grieve idgi,sadness
@stevesingiser @POLITICO_Steve Put a damper on my mood.,sadness
We lost,sadness
@FantasyGuruSite I knew you were going to do that. I would definitely buy if I didn't live in Texas where you can't play DFS. ... so depress,sadness
Romero is fucking dreadful like seriously my 11 month old is better than him.,sadness
"One step forward, two steps backward, the link to RogerFedererShop doesnÂ´t work.ðŸ˜° I am losing hope about Roger Federer new Website #sadness",sadness
My friends tell me I'm pretty. Trigger tells my I'm ugly. I first was confused but then realised I'm both. Pretty ugly. #tru  #tumblr,sadness
"From what I know of the man, I have to assume that @realDonaldTrump has had a heated argument with his own penis. #sad",sadness
@DoubleEph sadly his best days are behind him,sadness
"@groovydadad @MHChat ðŸ™‚ty I often conflate the two depression + sadness, but they are very different. This q reminded me of that #mhchat",sadness
Don't let the behavior of others destroy ur inner peace.' -Dalai Lama @OWNTV #healing #depression #anxiety #intuition #meditation #book,sadness
@AerLingus #business class #Los Angeles to Dublin #destroyed luggage #60 day customer response time #unhappy customer,sadness
@JlKelly1 @FJ_Berry I've got #teampaella presents on their way for you and Fi but I don't think they'll arrive by Saturday sadly!! ;),sadness
"stg I been in pine bluff all morning and to piss me off even more, my damn shoes came in as a size 4!!!!!! I KNOW I SAID 6ðŸ™„ðŸ™„ðŸ™„ðŸ™„ FML",sadness
@Ashleyavitia_ don't leave me ,sadness
"@PaulJonMilne too grim, too insanely, determined to hurt you from",sadness
"@comicfire The thing is, it's either I be unproductive and unhappy, or deal with some videos that do badly.",sadness
@keyshamackie it's fucking dreadful for live footy matches,sadness
"Eating an egg is grim, you are eating the material embodiment of a fart and an unborn chick",sadness
you never call me when your sober,sadness
come on let's make em hate ðŸ˜˜make em pout they face ðŸ‘¿ðŸ˜©.,sadness
@Jacqueline_69 haha! She did well today. I can't get beyond her pout annoying me I'm afraid.,sadness
Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.,sadness
Patti seems so sad. She stamped and ran behind the sofa. We will have to give her plenty of love and affection...more than usual. ,sadness
Dylon felt dejected. He has a dejected aunt!,sadness
"Two blankets, a hoody, and still no Eternal Sunshine to mope to.",sadness
Once I have sent a pitch to a brand I close all tabs relevant to them instantly. Thats the kind of detachment I create for myself. #serious,sadness
Nature looks a lot greener on gloomy dayz,sadness
@JamesWickham Congratulations!  My top home-owning tip: try not to look at your mortgage balance too often.  The slowness will depress you.,sadness
The new lock sound is grim,sadness
Nothings #Working-you're feeling your life's on The Edge_Could go either way #lost all reason for #Living-JesusChristHealsSavesASK #fatloss,sadness
@khloe_speaks sad music,sadness
Think Val might be going this week. I'll have to take the rest of the week off work to mourn. I'm sure they'll understand. #GBBO,sadness
"3 weeks into the course and have had the kitchen sink thrown at me, I m still pulling knives and forks out of my ears",sadness
Gaaaaaaaad! Should have stayed in London!,sadness
"@marksandspencer Where has your 50% grapefruit squash gone,not been able to get for weeks #unhappy",sadness
I mourn the creativity lost.,sadness
"@Jinath_Hyder I can't have alcohol on it, sadly, but it only flares up under very specific circumstances so I just need to be more careful",sadness
Add Donte Moncrief to my dismal situation #blessed.,sadness
Shoutout to the drunk man on the bus who pissed in a bottle and on the seats #grim,sadness
U know u have too much on ur mind when u find yourself cleaning a stove and kitchen by yourself  at almost 3am...  #pensive,sadness
@TxDMV @ArkansasBBB i filled out the report on #baitswitch by @Carvana lets go get them fines levied. #badbusiness #honoryourdeal #unhappy,sadness
Itching something #serious RN haven't slept but considering taking like 6 Benadryl for a 20 min nap I am itching SO BADLY wow,sadness
@TVsCarlKinsella They're such garbage. Obviously I like that they suck but it's still grim to watch.,sadness
"For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.",sadness
Angry shouting match between a #pessimist &amp; an #optimist:\n'You're a half empty-headed @%$!' \n'You're half full of @%$!',sadness
*Still waits for Yang. Guess she really needs her sleep or something. Kittens feeling kinda dejected right now.* #Offline,sadness
"@OnesOwnGrief Just a shame his world was gloom from day one almost.Though it makes sense he'd have the whole part hydra,part s.h.i.e.l.d(c)",sadness
How do u grieve someone who legally wasn't a person yet?,sadness
It's so gloomy outside. I wish it was as cold as it looked,sadness
@British_Airways #lost #bag #stillwaiting go home in2days. DM'd you my info and have rung 9times a day. What more can I do? #wheresmybag,sadness
"When you saw a t-shirt with the phrase 'My mind is a dangerous place to be' and you would like to buy, but in Italy don't sell it. #sadness",sadness
My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!ðŸ˜¢ðŸ’žðŸ˜©,sadness
Trying to take what's lost and broken and make it right,sadness
@LondonMidland #dobetter only two carriages on 14:49 Birmingham to Hereford no room to stand anymore Friday commute #unhappy,sadness
It's become a verb. 'I'm gonna VillaseÃ±or all those old contacts I don't need anymore.' #sadness @melissavcomedy #waitingforexplanation,sadness
@HillaryClinton @TheDemocrats It's ok 2 be disgusted or dishearten with presidential race but don't let that stop u from voting IT MATTERS,sadness
5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day,sadness
Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n #TerranceCrutcher #truth ,sadness
"@narcissusheiyan  maybe it'd have been different if I stayed for sixth form? But still, the oppressive architecture, uninteresting people",sadness
@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad,sadness
"What's good is that we already hit rock bottom, even though I'm about two more seasons away from new depths of despair. #playoffs? #NJDevils",sadness
"Absolutely can not believe the generosity pouring out for us, but Id give everything I have for Nick to be healthy and happy. #lost",sadness
i got his bitch depress,sadness
@Groupon_UK who do I contact about a shocking experience with Clear Sky Holidays booked through you guys?? #customerservicefail #dreadful,sadness
"@cotsonika @NHL well, they should all be unhappy for the way they played.  Right @fmjacob ??",sadness
"@simslover163 I guess it must be really expensive... For me it's that the whole family stayed in Poland, so I really miss them...",sadness
Regret for the things we did can be tempered by time; it is regret for the things we did not do that is inconsolable.  Sydney J. Harris,sadness
untypical kinda Friday #dull,sadness
"My oldest cat pisses me off. She's always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him.",sadness
@WestermannNina xDD it's a song that can not be weary (?),sadness
Feels grim not having your nails done,sadness
"How could such a crooked,stuck up,delusional,dim&amp; #dark hearted dud be surprised losing&amp;prob also ppl won't let their crimes drop! #nwo imo",sadness
That AK47 leave your spine with a frown,sadness
a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late,sadness
